time_elapsed_sec,avg_tbr
3,8.535314939381294
4,3.1759325763412196
5,5.329341024080466
6,9.314550977629384
7,1.354227673071834
8,6.318882902843733
9,2.0890090048991286
10,2.430875190064174
11,3.2919171990887635
12,5.657884905430734
13,2.706024517200747
14,2.9393914990130265
15,3.2130131550811947
16,3.1701742516825253
17,7.165574428604103
18,2.65919611120995
19,6.2433576711291225
20,9.20369667569743
21,5.6702750039975625
22,1.566798338397989
23,10.83221014745596
24,5.27189758014355
25,1.062500661247434
26,8.340068798282712
27,4.691403330788419
28,5.353412893576948
29,4.2441008549462245
30,3.1365683181320247
31,4.8091793469277855
32,4.223639917079585
33,2.5138874610483417
34,3.888534833817118
35,12.857353395377686
36,9.203205138844124
37,7.310761488834388
38,3.6813041398648423
39,4.442297804365075
40,5.797435230058642
41,18.98147368366501
42,3.221723590123446
43,9.27643026600976
44,6.621550331976679
45,16.25380165733779
46,8.521640458417657
47,6.129705309646631
48,9.510074995065422
49,13.393613356153745
50,8.487649557879516
51,6.155241085062198
52,11.734209380670778
53,5.476429707709143
54,5.971947941465657
55,6.813709674555068
56,8.796097122780488
57,12.620388839378329
58,4.72639410438625
59,7.088152303419339
60,5.979977277661599
61,2.403392133936123
62,10.215623476377411
63,6.730067713860065
64,3.9481829690627865
65,3.0125340324917396
66,9.231928328796933
67,17.157578871571
68,12.42820866783847
69,9.411460933854718
70,5.8471388193537335
71,6.99657663845262
72,7.708765782034905
73,8.85289964334487
74,8.439301837130984
75,3.2408391097245848
76,5.848935920346011
77,4.517880100274175
78,4.318643200133352
79,4.181570557326355
80,7.52342661147821
81,4.880368206238876
82,6.869385332247316
83,13.403321642728757
84,9.492770737313593
85,16.31923778756562
86,6.722337432065847
87,8.724007962547425
88,7.796699813539121
89,4.671637621439799
90,10.611529062584703
91,8.404889256488328
92,4.372189474402322
93,5.643682578866336
94,8.641591288095864
95,6.422802728259374
96,8.740315464863306
97,8.29015506829114
98,15.052217970935517
99,7.120392024116174
100,7.4059422947265885
101,5.295802024053805
102,3.3883362147540854
103,22.324111410966335
104,11.888266741370524
105,4.499194934305085
106,4.134934528764554
107,11.66178081016991
108,7.432154395730495
109,4.962604422296146
110,8.16435020166782
111,13.466326769613111
112,8.643724993349302
113,9.870753033384666
114,5.280452607932863
115,7.575239680901667
116,7.771050307383892
117,15.809236307822111
118,11.77185912041646
119,28.143360711221693
120,6.541111745865924
121,4.931180653699136
122,6.864245664666914
