time_elapsed_sec,avg_tbr
123,7.491672541973613
124,14.838742210716793
125,7.683293384761886
126,5.645577920545161
127,9.133443156963756
128,6.578509763468875
129,3.4035419530181668
130,4.6679411318188935
131,6.590663887389343
132,3.171857663459251
133,11.067019995941285
134,14.331352891518728
135,5.929007648886125
136,7.919721082461808
137,3.9434222068128375
138,4.3722306209249835
139,4.568804722502714
140,10.97263579830116
141,7.142085178933385
142,6.2137399954387655
143,8.306676731383252
144,7.328224842885562
145,5.089080200137797
146,7.312298479317079
147,10.232182623570568
148,9.767402762591663
149,9.494140133024974
150,6.456796365560332
151,9.18787225751556
152,8.303574835186907
153,15.559987640024774
154,8.310937238281275
155,10.03997052137066
156,20.66410299911757
157,19.989690291317718
158,4.350251505257096
159,6.420914807991102
160,6.964445589797762
161,3.8135374159180455
162,7.534536869425946
163,4.642045466228115
164,9.040023718453568
165,12.927800978937233
166,7.101721506325653
167,12.58299239208669
168,5.423341363574084
169,7.200205999369402
170,5.381958363043939
171,15.285481343588408
172,3.681997414742911
173,4.146594597612032
174,8.426744514931327
175,6.793512808963869
176,6.771516574776175
177,6.973522235647764
178,4.361874672974152
179,10.767759749129288
180,6.433297771151737
181,4.560076459807476
182,6.700320677308992
183,11.004507945765477
184,4.904150825927733
185,6.458872304269396
186,10.592267796404046
187,6.174210589782134
188,7.666981847290287
189,7.279119241862685
190,7.007594234519968
191,5.679587962985388
192,6.477238854619782
193,4.305806735847261
194,7.761920373760959
195,3.739330194200931
196,5.049187656884727
197,8.141891130921204
198,8.171753880981521
199,6.332977123881288
200,9.419707943625172
201,2.2329438765215293
202,7.353542798661604
203,6.956262662367165
204,7.7096026002900535
205,5.763213423846696
206,9.99756678010885
207,13.728485617961953
208,5.50904226170389
209,3.5005993647896916
210,2.5282072103537274
211,9.931505299254324
212,3.254086054831666
213,4.321452011302568
214,7.730213107384283
215,3.1957071721239587
216,8.380607449248581
217,2.2366602639565096
218,8.636703555851591
219,15.461485888321093
220,6.510692340164908
221,5.56437275874053
222,7.982346010938045
223,5.844258112993034
224,6.4111474951774206
225,7.237161372274272
226,5.895171217453387
227,3.871345379779335
228,8.039926478422693
229,9.405310941284506
230,6.998497724112389
231,2.6099668746075007
232,8.12069272670732
233,3.4388696276333786
234,6.061624513456608
235,3.3278502825485745
236,16.31689553249176
237,5.075823969131972
238,7.4442468978211425
239,6.801000376204171
240,5.368150344777607
241,4.401635023456396
242,3.011893624970673
243,8.282180081983809
244,4.51489532466374
245,8.391944516282699
246,6.177374760764272
247,5.129893224202221
248,4.567794103092687
249,4.829348223369852
250,8.31049818831896
251,9.211999593784645
252,7.267084032608895
253,12.58013815445085
254,11.33577305332593
255,11.176901052500469
256,4.7953974478135635
257,4.176102956436208
258,4.184751487966751
259,7.063175827143382
260,6.585119297939401
261,7.510695379430203
262,5.438355590093123
263,14.089732544214732
264,9.74120788021432
265,5.237619346335027
266,5.574847930421093
267,4.97261068755988
268,12.421677590100723
269,10.53728901420132
270,3.332297644943759
271,6.297790172725461
272,2.3462517931388245
273,7.309164334748594
274,6.062940395729342
275,9.347625687464973
276,18.62485697065515
277,9.716166455031258
278,2.817729074369151
279,4.186646709854411
280,2.7492065810397475
281,4.5344488853247
282,4.438532942551554
283,2.8669830858560474
284,7.628858895902471
285,15.207735748431787
286,7.723683595119034
287,6.0365227501220105
288,4.908956581999013
289,5.656239233962535
290,4.030270398306203
291,7.045058191919931
292,3.893303991746881
293,3.584654026744078
294,9.141425836031656
295,5.761760902667486
296,5.947214870724167
297,3.438472773309066
298,3.7366883751635283
299,8.8059716524554
