time_elapsed_sec,avg_tbr
3,1.3622604654415549
4,1.9527210461226858
5,5.271385320314885
6,2.3551379268747974
7,1.640486156504908
8,0.9599199180831505
9,6.201184125339707
10,1.9683808360037227
11,1.7608101657569717
12,1.214623203583904
13,2.7348262176852978
14,2.16099594095969
15,2.2679762840900994
16,4.167663528085563
17,5.154200530397907
18,4.74248765054249
19,2.3667270369989253
20,4.178233985837075
21,2.8373472424752664
22,2.9585835832953955
23,0.9797124875141998
24,3.517543198974824
25,4.400607143473012
26,1.9045573065014667
27,3.0035173840838496
28,1.8275900179459221
29,6.035601845342327
30,6.1353608909072745
31,1.634466525523468
32,3.631994257498673
33,3.7289721463638554
34,1.6536968903456313
35,2.5153019225077866
36,2.769502447655313
37,2.4847756319814254
38,3.888634900762042
39,3.4149683157673416
40,8.750439556452003
41,8.313818054404985
42,2.3099376353938923
43,1.564538946993898
44,2.5478866268309335
45,1.5938714421905276
46,2.303027634704756
47,5.011925746782317
48,3.1689338627439265
49,2.631784194766641
50,5.230946134546886
51,3.3289414997249724
52,2.6718869017273916
53,1.7343881408433361
54,2.931500225005278
55,3.049547104504054
56,3.643922211839996
57,4.103536206524841
58,3.8656164647417763
59,4.195497023045534
60,4.638411738848274
61,5.697182399024673
62,6.265533494368834
63,2.4846322293062655
64,5.033249615024807
65,8.143630844332387
66,5.133613104782261
67,2.922729521868231
68,6.768773631688305
69,2.9178061186955966
70,2.5898140144198125
71,3.5008241280631283
72,2.7182594045062487
73,4.051986285151037
74,5.4713333171826894
75,4.355462121949521
76,7.650377640876559
77,4.669208648799181
78,2.719543637023097
79,5.286358280853212
80,3.636791184367784
81,2.0765548988073452
82,4.522225304740121
83,2.428207070240266
84,1.3957088984721757
85,13.427500469146137
86,1.6962539771257585
87,6.19912959494215
88,2.6788850164103875
89,4.464375416222144
90,3.555143191608926
91,4.810673220903915
92,6.126529445699117
93,8.443154338547622
94,5.021420698562591
95,5.820507602912834
96,5.536706001396883
97,7.624175638796239
98,4.534452073419547
99,6.12963919641063
100,3.712864987777165
101,4.424934008237682
102,4.912282207540305
103,3.421970630556018
104,2.882398192016327
105,9.119270346372648
106,7.6594855800568915
107,4.856190203303805
108,7.4744190097968195
109,3.717500544048548
110,4.642229179347187
111,2.025468534183928
112,2.2653653241274383
113,3.426147045390381
114,4.517690664342082
115,2.5882868198679674
116,1.2103957163214973
117,4.020029539723422
118,1.8000444949111722
119,3.9932115161308506
120,3.040189787371846
121,3.979239968821554
122,3.6463000828009267
123,3.1266840150348183
124,3.1561682471171846
125,2.3310755426408623
126,5.703369869339544
127,4.677494417740843
128,7.874384802733083
129,10.343026969886408
130,3.6134499915336016
131,4.596624034061019
132,4.032800440330395
133,4.601286321708623
134,2.234174713490345
135,4.355572404310441
136,4.0700271859616315
137,5.518351697353332
138,6.6988233192612014
139,4.850980712077079
140,2.6440520058516626
141,3.8320121820118414
142,2.308701702711308
143,2.3972694766763207
144,2.8457740598803736
145,4.791490206951806
146,3.37064018669877
147,2.1618153730928644
148,4.138494117036014
149,2.7905540180220734
150,4.172029156871891
151,9.254357617373158
152,9.98126907966351
153,5.033136367104812
154,5.737460195009184
155,4.713814233577216
156,3.76110230758723
157,3.8560990321515205
158,7.879338137807589
159,3.876832371621216
160,2.9615039039195796
161,2.9677691249974245
162,5.864428118319318
163,9.78156069429883
164,4.986458664210178
165,3.679157939398923
166,6.263239397056167
167,5.6075347979586425
168,5.51557711638992
169,1.9465377721491954
170,5.91468491717501
171,2.1640953479442215
172,5.65770634842517
173,7.401437342792122
174,2.4910744030985623
175,2.917043716734371
176,4.414154142064056
177,3.7830154542781425
178,5.408971066187051
179,6.580028197436145
180,2.7322139680509276
181,4.841432744816362
182,3.579862478440292
183,4.5741002163918125
184,6.041295983992243
185,2.9760414679316667
186,8.438965835862279
187,4.620208556083148
188,4.845241388761576
189,4.324505527859469
190,4.678204552093436
191,6.552131884935542
192,5.742240738095045
193,2.0313953909716953
194,5.075487337298677
195,5.081074935901045
196,8.773958021331346
197,4.427070957564801
198,3.8167121577785825
199,2.9667164553892995
200,6.8519983625435925
201,4.203446354801457
202,3.6226492074876844
203,5.283569110372128
204,3.625603630356595
205,15.713409693386922
206,2.884691350641259
207,2.3161183092171735
208,3.0476274957260805
209,4.94083403017591
210,5.562272473141253
211,3.695147286894402
212,4.6656927346494745
213,3.596388797114683
214,3.585842423305546
215,2.4273091703871508
216,4.150189979385776
217,4.012715548524306
218,5.191465265179013
219,4.087823518528881
220,5.611985048062099
221,2.583810173243805
222,5.924176168191111
223,5.100923472591279
224,2.7621733400629953
225,2.055845541022331
226,2.5734630446184346
227,5.68403017482834
228,6.830049006875228
229,5.50218119343436
230,4.3487931587408335
231,8.091871780651196
232,7.16346842694385
233,11.338531265659986
234,8.330553360745965
235,3.384343445622543
236,8.399733166666087
237,10.80257613447965
238,4.203561200348913
239,7.680722288199479
240,4.2391620359808
241,4.7878896133318385
242,5.551879709860823
243,6.01745349429216
244,2.9296962093921066
245,4.672066508832109
246,5.606564968760732
247,4.497279338351107
248,10.786198889070354
249,5.093634178774496
250,4.579295414423571
251,5.934709262057795
252,13.123017230298084
253,8.859645362311838
254,7.875644438410153
255,6.478138058330966
256,7.957826710519626
257,6.147315724769361
258,5.340712785697793
259,3.1232801651606352
260,7.213152875980466
261,8.953361577684388
262,22.74951555950221
263,7.0744760996298455
264,3.597725968990814
265,12.245054786210995
266,7.892999687963652
267,10.028084288533623
268,10.527113970930467
269,3.845198450142174
270,3.140033173098372
271,11.191319267070746
272,9.07746052331909
273,10.010311186098003
274,5.732510694585936
275,4.387833391752671
276,5.444103204653388
277,4.191777840063147
278,7.328538248122602
279,4.041622527815606
280,2.024665307401795
281,2.7826094620041393
282,3.5616048031903085
283,5.818094714775216
284,7.23002768436709
285,4.207005102635651
286,3.2795713025531743
287,9.956515521077092
288,4.203637364808852
289,3.8015145607922745
290,5.231971967569634
291,3.9978948806082273
292,6.649910419625054
293,6.2183375193198005
294,7.0884114520604555
295,6.468922752136202
296,8.139289045422474
297,4.989680820227583
298,4.826592056275268
299,4.605702964368458
